,playerID_x,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,playerID_y,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
643,mathebo01,1875,1,NY2,,70,264.0,23.0,48.0,6.0,2.0,0.0,15.0,1.0,2.0,2.0,5.0,,,,,,chancfr01,1946,Final Ballot,263.0,198.0,150.0,N,Player,
644,mcbridi01,1875,1,PH1,,60,270.0,42.0,73.0,9.0,0.0,0.0,45.0,2.0,1.0,4.0,5.0,,,,,,chancfr01,1946,Nominating Vote,202.0,,144.0,N,Player,Top 20
645,mcclo01,1875,1,WS6,,11,40.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,,,,,,eversjo01,1946,Nominating Vote,202.0,,130.0,N,Player,Top 20
646,mcgeami01,1875,1,PH2,,68,310.0,71.0,90.0,6.0,2.0,0.0,37.0,19.0,4.0,1.0,1.0,,,,,,huggimi01,1946,Nominating Vote,202.0,,129.0,N,Player,Top 20
647,mcgeepa01,1875,1,NY2,,25,95.0,4.0,17.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,,,,,,wadderu01,1946,Nominating Vote,202.0,,122.0,N,Player,Top 20
648,mcgeepa01,1875,2,BR2,,18,65.0,3.0,10.0,3.0,1.0,0.0,5.0,0.0,0.0,1.0,4.0,,,,,,walshed01,1946,Nominating Vote,202.0,,115.0,N,Player,Top 20
649,mcginti01,1875,1,PH3,,13,52.0,5.0,12.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,,,,,,eversjo01,1946,Final Ballot,263.0,198.0,110.0,N,Player,
650,mcginti01,1875,2,NH1,,32,131.0,13.0,36.0,3.0,1.0,0.0,10.0,1.0,1.0,0.0,7.0,,,,,,huggimi01,1946,Final Ballot,263.0,198.0,106.0,N,Player,
651,mckeljo01,1875,1,NH1,,43,188.0,26.0,43.0,3.0,1.0,0.0,10.0,3.0,1.0,5.0,8.0,,,,,,walshed01,1946,Final Ballot,263.0,198.0,106.0,N,Player,
652,mcmuljo01,1875,1,PH2,,54,222.0,33.0,57.0,9.0,4.0,2.0,19.0,6.0,10.0,5.0,12.0,,,,,,friscfr01,1946,Nominating Vote,202.0,,104.0,N,Player,Top 20
653,mcsortr01,1875,1,SL1,,15,52.0,4.0,11.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,,,,,,hubbeca01,1946,Nominating Vote,202.0,,101.0,N,Player,Top 20
654,mcveyca01,1875,1,BS1,,82,389.0,89.0,138.0,36.0,9.0,3.0,87.0,7.0,0.0,1.0,5.0,,,,,,wadderu01,1946,Final Ballot,263.0,198.0,87.0,N,Player,
655,metcaal01,1875,1,NY2,,8,32.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,,,,,,griffcl01,1946,Final Ballot,263.0,198.0,82.0,N,Player,
656,meyerle01,1875,1,PH2,,68,301.0,55.0,95.0,14.0,8.0,1.0,54.0,7.0,2.0,0.0,2.0,,,,,,cochrmi01,1946,Nominating Vote,202.0,,80.0,N,Player,Top 20
657,millejo01,1875,1,KEO,,13,50.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,hubbeca01,1946,Final Ballot,263.0,198.0,75.0,N,Player,
658,millejo01,1875,2,CH2,,15,54.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,,,,,,griffcl01,1946,Nominating Vote,202.0,,73.0,N,Player,Top 20
659,milleto01,1875,1,SL2,,56,214.0,18.0,35.0,2.0,0.0,0.0,12.0,2.0,0.0,1.0,8.0,,,,,,grovele01,1946,Nominating Vote,202.0,,71.0,N,Player,Top 20
660,millsev01,1875,1,HR1,,80,342.0,59.0,89.0,8.0,4.0,1.0,48.0,6.0,4.0,0.0,3.0,,,,,,friscfr01,1946,Final Ballot,263.0,198.0,67.0,N,Player,
661,mooremo01,1875,1,BR2,,21,86.0,5.0,19.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,,,,,,cochrmi01,1946,Final Ballot,263.0,198.0,65.0,N,Player,
662,morgapi01,1875,1,SL1,,19,69.0,11.0,18.0,4.0,0.0,0.0,1.0,2.0,1.0,5.0,4.0,,,,,,traynpi01,1946,Nominating Vote,202.0,,65.0,N,Player,Top 20
663,munnho01,1875,1,BR2,,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,grovele01,1946,Final Ballot,263.0,198.0,61.0,N,Player,
664,murnati01,1875,1,PH2,,69,313.0,71.0,85.0,5.0,0.0,1.0,30.0,30.0,9.0,7.0,7.0,,,,,,brownmo01,1946,Nominating Vote,202.0,,56.0,N,Player,Top 20
665,nelsoca01,1875,1,NY2,,70,276.0,28.0,55.0,7.0,1.0,0.0,23.0,4.0,2.0,9.0,0.0,,,,,,tinkejo01,1946,Nominating Vote,202.0,,55.0,N,Player,Top 20
666,nichoal01,1875,1,BR2,,32,131.0,4.0,20.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,,,,,,traynpi01,1946,Final Ballot,263.0,198.0,53.0,N,Player,
667,nichotr01,1875,1,NH1,,34,119.0,12.0,23.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,2.0,,,,,,mcginjo01,1946,Nominating Vote,202.0,,53.0,N,Player,Top 20
668,oneilj01,1875,1,BR2,,7,26.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,maranra01,1946,Nominating Vote,202.0,,50.0,N,Player,Top 20
669,oranto01,1875,1,SL1,,19,81.0,7.0,15.0,3.0,1.0,0.0,10.0,3.0,2.0,1.0,1.0,,,,,,brownmo01,1946,Final Ballot,263.0,198.0,48.0,N,Player,
670,orourji01,1875,1,BS1,,75,358.0,97.0,106.0,13.0,7.0,6.0,72.0,17.0,5.0,9.0,6.0,,,,,,mcginjo01,1946,Final Ballot,263.0,198.0,47.0,N,Player,
671,paborch01,1875,1,BR2,,42,153.0,14.0,36.0,2.0,2.0,0.0,11.0,0.0,0.0,1.0,1.0,,,,,,deandi01,1946,Final Ballot,263.0,198.0,45.0,N,Player,
672,paborch01,1875,2,NH1,,6,23.0,4.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,tinkejo01,1946,Final Ballot,263.0,198.0,45.0,N,Player,
673,parksbi01,1875,1,WS6,,27,111.0,13.0,20.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,,,,,,gehrich01,1946,Nominating Vote,202.0,,43.0,N,Player,Top 20
674,parksbi01,1875,2,PH2,,2,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,pennohe01,1946,Nominating Vote,202.0,,41.0,N,Player,Top 20
675,patteda01,1875,1,BR2,,12,45.0,4.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,,deandi01,1946,Nominating Vote,202.0,,40.0,N,Player,Top 20
676,pearcdi01,1875,1,SL2,,70,311.0,51.0,77.0,6.0,3.0,0.0,29.0,8.0,3.0,7.0,7.0,,,,,,dickebi01,1946,Nominating Vote,202.0,,40.0,N,Player,Top 20
677,peterjo01,1875,1,CH2,,69,297.0,40.0,85.0,16.0,2.0,0.0,34.0,12.0,6.0,0.0,3.0,,,,,,bakerfr01,1946,Nominating Vote,202.0,,39.0,N,Player,Top 20
678,phelpne01,1875,1,NY2,,2,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,bendech01,1946,Nominating Vote,202.0,,39.0,N,Player,Top 20
679,pikeli01,1875,1,SL2,,70,312.0,61.0,108.0,22.0,12.0,0.0,44.0,25.0,10.0,3.0,8.0,,,,,,bakerfr01,1946,Final Ballot,263.0,198.0,36.0,N,Player,
680,quinnpa01,1875,1,BR2,,2,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,schalra01,1946,Nominating Vote,202.0,,36.0,N,Player,Top 20
681,quinnpa02,1875,1,KEO,,11,43.0,4.0,14.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,,,,,,bendech01,1946,Final Ballot,263.0,198.0,35.0,N,Player,
682,quinnpa02,1875,2,HR1,,5,13.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,,,,,,planked01,1946,Nominating Vote,202.0,,34.0,N,Player,Top 20
683,quinnpa02,1875,3,CH2,,17,61.0,12.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,,,,,,dickebi01,1946,Final Ballot,263.0,198.0,32.0,N,Player,
684,radcljo01,1875,1,PH3,,5,23.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,terrybi01,1946,Nominating Vote,202.0,,31.0,N,Player,Top 20
685,reachal01,1875,1,PH1,,3,14.0,4.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,,,,,,vanceda01,1946,Nominating Vote,202.0,,31.0,N,Player,Top 20
686,redmobi01,1875,1,SL1,,19,82.0,12.0,16.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,7.0,,,,,,maranra01,1946,Final Ballot,263.0,198.0,29.0,N,Player,
687,remseja01,1875,1,HR1,,86,358.0,70.0,96.0,10.0,4.0,0.0,34.0,6.0,3.0,5.0,4.0,,,,,,foxxji01,1946,Nominating Vote,202.0,,26.0,N,Player,Top 20
688,resslla01,1875,1,WS6,,27,108.0,17.0,21.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,,,,,,youngro01,1946,Nominating Vote,202.0,,25.0,N,Player,Top 20
689,rextewi01,1875,1,BR2,,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,gehrich01,1946,Final Ballot,263.0,198.0,23.0,N,Player,
690,richmjo01,1875,1,PH1,,29,125.0,29.0,25.0,2.0,0.0,0.0,12.0,1.0,0.0,1.0,4.0,,,,,,heilmha01,1946,Nominating Vote,202.0,,23.0,N,Player,Top 20
691,rileybi01,1875,1,KEO,,8,33.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,klingjo01,1946,Nominating Vote,202.0,,20.0,N,Player,Top 20
692,rocapad01,1875,1,PH1,,16,69.0,13.0,12.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,7.0,,,,,,pennohe01,1946,Final Ballot,263.0,198.0,16.0,N,Player,
693,ryanjo01,1875,1,NH1,,37,146.0,17.0,23.0,2.0,2.0,0.0,8.0,10.0,4.0,3.0,12.0,,,,,,jossad01,1946,Nominating Vote,202.0,,14.0,N,Player,Top 20
694,saylo01,1875,1,WS6,,11,38.0,4.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,,,,,,ruckena01,1946,Nominating Vote,202.0,,13.0,N,Player,Top 20
695,schafha01,1875,1,BS1,,52,222.0,49.0,64.0,9.0,0.0,0.0,17.0,3.0,2.0,1.0,8.0,,,,,,roushed01,1946,Nominating Vote,202.0,,11.0,N,Player,Top 20
696,selmafr01,1875,1,WS6,,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,crawfsa01,1946,Nominating Vote,202.0,,9.0,N,Player,Top 20
697,sewarge01,1875,1,SL2,,25,96.0,12.0,24.0,2.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,,,,,,adamsba01,1946,Nominating Vote,202.0,,6.0,N,Player,Top 20
698,shaff01,1875,1,BR2,,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,crigelo01,1946,Nominating Vote,202.0,,6.0,N,Player,Top 20
699,shaffor01,1875,1,PH2,,19,70.0,10.0,17.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0,,,,,,marquru01,1946,Nominating Vote,202.0,,6.0,N,Player,Top 20
700,sheri01,1875,1,BR2,,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,wheatza01,1946,Nominating Vote,202.0,,6.0,N,Player,Top 20
701,simmojo01,1875,1,KEO,,13,53.0,5.0,9.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,,,,,,woodjo02,1946,Nominating Vote,202.0,,5.0,N,Player,Top 20
702,smithjo01,1875,1,NH1,,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,donovbi01,1946,Nominating Vote,202.0,,4.0,N,Player,Top 20
703,smithto01,1875,1,BR2,,3,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,gomezle01,1946,Nominating Vote,202.0,,4.0,N,Player,Top 20
704,snydepo01,1875,1,PH2,,66,263.0,38.0,64.0,8.0,2.0,1.0,25.0,3.0,8.0,4.0,4.0,,,,,,wanerpa01,1946,Nominating Vote,202.0,,4.0,N,Player,Top 20
705,somered01,1875,1,PH3,,14,57.0,6.0,13.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,,,,,,lyonste01,1946,Nominating Vote,202.0,,3.0,N,Player,Top 20
706,somered01,1875,2,NH1,,33,136.0,14.0,29.0,5.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,,,,,,burkeje01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
707,spaldal01,1875,1,BS1,,74,343.0,68.0,107.0,15.0,3.0,0.0,56.0,2.0,2.0,3.0,3.0,,,,,,bushdo01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
708,startjo01,1875,1,NY2,,69,314.0,58.0,90.0,10.0,5.0,4.0,30.0,1.0,4.0,3.0,0.0,,,,,,coombja01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
709,stearbi01,1875,1,WS6,,21,78.0,9.0,20.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,4.0,,,,,,davisha01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
710,stevero01,1875,1,WS6,,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,hartnga01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
711,stodd01,1875,1,BR2,,2,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,jacksjo01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
712,sulli01,1875,1,NH1,,2,8.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,,,,,,mckecbi01,1946,Nominating Vote,202.0,,2.0,N,Player,Top 20
713,suttoez01,1875,1,PH1,,75,358.0,83.0,116.0,11.0,7.0,1.0,59.0,13.0,10.0,1.0,3.0,,,,,,bancrda01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
714,sweasch01,1875,1,SL1,,19,76.0,7.0,13.0,1.0,0.0,0.0,4.0,2.0,4.0,3.0,1.0,,,,,,beaumgi01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
715,terry01,1875,1,WS6,,6,22.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,bradlbi01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
716,thompan01,1875,1,WS6,,11,41.0,3.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,chesbja01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
717,thompfr01,1875,1,BR2,,1,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,clarkjo01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
718,tippeji01,1875,1,NH1,,41,159.0,10.0,25.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,6.0,,,,,,cravaga01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
719,treacfr01,1875,1,PH3,,11,46.0,9.0,12.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,,,,,,dinnebi01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
720,treacfr01,1875,2,PH2,,43,179.0,23.0,38.0,3.0,3.0,0.0,15.0,6.0,3.0,1.0,3.0,,,,,,dunnja01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
721,trenwge01,1875,1,PH3,,10,45.0,5.0,8.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,,,,,,granted01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
722,trenwge01,1875,2,NH1,,6,25.0,1.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,grimmch01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
723,waittch01,1875,1,SL2,,30,113.0,14.0,23.0,10.0,0.0,0.0,12.0,3.0,2.0,2.0,7.0,,,,,,hoytwa01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
724,walkeos01,1875,1,BR2,,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,jonesfi01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
725,warnefr01,1875,1,PH3,,14,57.0,11.0,14.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,,,,,,killebi01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
726,waterfr01,1875,1,CH2,,5,20.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,,,,,,knabeot01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
727,weavesa01,1875,1,PH2,,1,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,longhe01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
728,whitede01,1875,1,BS1,,80,371.0,76.0,136.0,23.0,3.0,1.0,60.0,2.0,3.0,3.0,2.0,,,,,,mageesh01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
729,whitewa01,1875,1,CH2,,69,287.0,37.0,71.0,9.0,0.0,0.0,23.0,5.0,10.0,0.0,3.0,,,,,,martipe01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
730,withech01,1875,1,WS6,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,nichoki01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
731,wrighge01,1875,1,BS1,,79,408.0,106.0,136.0,20.0,7.0,2.0,61.0,13.0,6.0,2.0,6.0,,,,,,phillde01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
732,wrighha01,1875,1,BS1,,1,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,ruelmu01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
733,wrighsa01,1875,1,NH1,,33,127.0,10.0,24.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,,,,,,sheckji01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
734,yorkto01,1875,1,HR1,,86,375.0,68.0,111.0,14.0,7.0,0.0,37.0,7.0,3.0,3.0,6.0,,,,,,simmoal01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
735,zettlge01,1875,1,CH2,,32,133.0,7.0,29.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,,,,,,southbi01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
736,zettlge01,1875,2,PH2,,21,83.0,10.0,15.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,,,,,,sparktu01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
737,addybo01,1876,1,CHN,NL,32,142.0,36.0,40.0,4.0,1.0,0.0,16.0,,,5.0,0.0,,,,,,sullibi03,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
738,allisar01,1876,1,LS1,NL,31,130.0,9.0,27.0,2.0,1.0,0.0,10.0,,,2.0,6.0,,,,,,tanneje01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
739,allisdo01,1876,1,HAR,NL,44,163.0,19.0,43.0,4.0,0.0,0.0,15.0,,,3.0,9.0,,,,,,tennefr01,1946,Nominating Vote,202.0,,1.0,N,Player,Top 20
740,andrufr01,1876,1,CHN,NL,8,36.0,6.0,11.0,3.0,0.0,0.0,2.0,,,0.0,5.0,,,,,,burkeje01,1946,Old Timers,,,,Y,Player,
741,ansonca01,1876,1,CHN,NL,66,309.0,63.0,110.0,9.0,7.0,2.0,59.0,,,12.0,8.0,,,,,,chancfr01,1946,Old Timers,,,,Y,Player,
742,barnero01,1876,1,CHN,NL,66,322.0,126.0,138.0,21.0,14.0,1.0,59.0,,,20.0,8.0,,,,,,chesbja01,1946,Old Timers,,,,Y,Player,
743,battijo01,1876,1,SL3,NL,64,283.0,34.0,85.0,11.0,4.0,0.0,46.0,,,6.0,6.0,,,,,,eversjo01,1946,Old Timers,,,,Y,Player,
744,bechtge01,1876,1,LS1,NL,14,55.0,2.0,10.0,1.0,0.0,0.0,2.0,,,0.0,1.0,,,,,,griffcl01,1946,Old Timers,,,,Y,Player,
745,bechtge01,1876,2,NY3,NL,2,10.0,2.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,mccarto01,1946,Old Timers,,,,Y,Player,
746,berghjo01,1876,1,PHN,NL,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,,,,,,mcginjo01,1946,Old Timers,,,,Y,Player,
747,bielaos01,1876,1,CHN,NL,32,139.0,24.0,29.0,3.0,0.0,0.0,10.0,,,2.0,3.0,,,,,,planked01,1946,Old Timers,,,,Y,Player,
748,blongjo01,1876,1,SL3,NL,62,264.0,30.0,62.0,7.0,4.0,0.0,30.0,,,2.0,9.0,,,,,,tinkejo01,1946,Old Timers,,,,Y,Player,
749,bondto01,1876,1,HAR,NL,45,182.0,18.0,50.0,8.0,0.0,0.0,21.0,,,0.0,4.0,,,,,,wadderu01,1946,Old Timers,,,,Y,Player,
750,bootham01,1876,1,CN1,NL,63,272.0,31.0,71.0,3.0,0.0,0.0,14.0,,,9.0,11.0,,,,,,walshed01,1946,Old Timers,,,,Y,Player,
751,boothed01,1876,1,NY3,NL,57,228.0,17.0,49.0,2.0,1.0,0.0,7.0,,,2.0,4.0,,,,,,hubbeca01,1947,BBWAA,161.0,121.0,140.0,Y,Player,
752,bordejo01,1876,1,BSN,NL,32,121.0,19.0,25.0,3.0,0.0,0.0,7.0,,,3.0,3.0,,,,,,friscfr01,1947,BBWAA,161.0,121.0,136.0,Y,Player,
753,bradlfo01,1876,1,BSN,NL,22,82.0,12.0,19.0,2.0,1.0,0.0,8.0,,,2.0,3.0,,,,,,cochrmi01,1947,BBWAA,161.0,121.0,128.0,Y,Player,
754,bradlge01,1876,1,SL3,NL,64,265.0,29.0,66.0,7.0,6.0,0.0,28.0,,,3.0,12.0,,,,,,grovele01,1947,BBWAA,161.0,121.0,123.0,Y,Player,
755,brownle01,1876,1,BSN,NL,45,195.0,23.0,41.0,6.0,6.0,2.0,21.0,,,3.0,22.0,,,,,,traynpi01,1947,BBWAA,161.0,121.0,119.0,N,Player,
756,burdoja01,1876,1,HAR,NL,69,309.0,66.0,80.0,9.0,1.0,0.0,23.0,,,13.0,16.0,,,,,,gehrich01,1947,BBWAA,161.0,121.0,105.0,N,Player,
757,bushodo01,1876,1,PHN,NL,5,21.0,4.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,,,maranra01,1947,BBWAA,161.0,121.0,91.0,N,Player,
758,carbijo01,1876,1,LS1,NL,7,25.0,3.0,4.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,,,deandi01,1947,BBWAA,161.0,121.0,88.0,N,Player,
759,careyto01,1876,1,HAR,NL,68,289.0,51.0,78.0,7.0,0.0,0.0,26.0,,,3.0,4.0,,,,,,pennohe01,1947,BBWAA,161.0,121.0,86.0,N,Player,
760,cassijo01,1876,1,HAR,NL,12,47.0,6.0,13.0,2.0,0.0,0.0,8.0,,,1.0,0.0,,,,,,bendech01,1947,BBWAA,161.0,121.0,72.0,N,Player,
761,chapmja01,1876,1,LS1,NL,17,67.0,4.0,16.0,1.0,0.0,0.0,5.0,,,1.0,3.0,,,,,,heilmha01,1947,BBWAA,161.0,121.0,65.0,N,Player,
762,clackbo01,1876,1,CN1,NL,32,118.0,10.0,19.0,0.0,1.0,0.0,5.0,,,5.0,12.0,,,,,,schalra01,1947,BBWAA,161.0,121.0,50.0,N,Player,
763,clappjo01,1876,1,SL3,NL,64,298.0,60.0,91.0,4.0,2.0,0.0,29.0,,,8.0,2.0,,,,,,vanceda01,1947,BBWAA,161.0,121.0,50.0,N,Player,
764,clintji01,1876,1,LS1,NL,16,65.0,8.0,22.0,2.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,bakerfr01,1947,BBWAA,161.0,121.0,49.0,N,Player,
765,collida01,1876,1,LS1,NL,7,28.0,3.0,4.0,1.0,0.0,0.0,9.0,,,0.0,2.0,,,,,,terrybi01,1947,BBWAA,161.0,121.0,46.0,N,Player,
766,coonwi01,1876,1,PHN,NL,54,220.0,30.0,50.0,5.0,1.0,0.0,22.0,,,2.0,4.0,,,,,,wheatza01,1947,BBWAA,161.0,121.0,37.0,N,Player,
767,cravebi01,1876,1,NY3,NL,56,246.0,24.0,55.0,4.0,0.0,0.0,22.0,,,2.0,7.0,,,,,,youngro01,1947,BBWAA,161.0,121.0,36.0,N,Player,
768,cummica01,1876,1,HAR,NL,24,105.0,14.0,17.0,3.0,0.0,0.0,7.0,,,0.0,3.0,,,,,,woodjo02,1947,BBWAA,161.0,121.0,29.0,N,Player,
769,currepe01,1876,1,PHN,NL,3,12.0,5.0,4.0,1.0,0.0,0.0,2.0,,,0.0,0.0,,,,,,roushed01,1947,BBWAA,161.0,121.0,25.0,N,Player,
770,cuthbne01,1876,1,SL3,NL,63,283.0,46.0,70.0,10.0,1.0,0.0,25.0,,,7.0,4.0,,,,,,adamsba01,1947,BBWAA,161.0,121.0,22.0,N,Player,
771,deando01,1876,1,CN1,NL,34,138.0,9.0,36.0,3.0,1.0,0.0,4.0,,,2.0,13.0,,,,,,marquru01,1947,BBWAA,161.0,121.0,18.0,N,Player,
772,dehlmhe01,1876,1,SL3,NL,64,245.0,40.0,45.0,6.0,0.0,0.0,9.0,,,9.0,10.0,,,,,,foxxji01,1947,BBWAA,161.0,121.0,10.0,N,Player,
773,devliji01,1876,1,LS1,NL,68,298.0,38.0,94.0,14.0,1.0,0.0,28.0,,,1.0,11.0,,,,,,cronijo01,1947,BBWAA,161.0,121.0,6.0,N,Player,
774,eggleda01,1876,1,PHN,NL,39,174.0,28.0,52.0,4.0,0.0,0.0,19.0,,,2.0,4.0,,,,,,simmoal01,1947,BBWAA,161.0,121.0,6.0,N,Player,
775,fairge01,1876,1,NY3,NL,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,fletcar01,1947,BBWAA,161.0,121.0,3.0,N,Player,
776,fergubo01,1876,1,HAR,NL,69,310.0,48.0,82.0,8.0,5.0,0.0,32.0,,,2.0,11.0,,,,,,cravaga01,1947,BBWAA,161.0,121.0,2.0,N,Player,
777,fieldsa01,1876,1,CN1,NL,4,14.0,2.0,0.0,0.0,0.0,0.0,0.0,,,1.0,3.0,,,,,,hartnga01,1947,BBWAA,161.0,121.0,2.0,N,Player,
778,fishech01,1876,1,CN1,NL,35,129.0,12.0,32.0,1.0,0.0,0.0,4.0,,,0.0,8.0,,,,,,mccarjo99,1947,BBWAA,161.0,121.0,2.0,N,Manager,
